@relation adult_test.data-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute ' fnlwg' numeric
@attribute ' education' {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute ' education-num' numeric
@attribute ' marital-status' {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute ' occupation' {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute ' relationship' {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute ' race' {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute ' sex' {' Male',' Female'}
@attribute ' capital-gain' numeric
@attribute ' capital-loss' numeric
@attribute ' hours-per-week' numeric
@attribute ' native-country' {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute ' class' {' <=50K',' >50K',suspicious}

@data
53,' Private',31909,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
27,' Self-emp-not-inc',211259,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
39,' Private',531055,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
45,' Private',256866,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
64,' Private',47589,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,50,' United-States',' >50K'
46,' Private',205816,' Assoc-voc',11,' Married-civ-spouse',' Prof-specialty',?,' White',' Female',0,0,40,' United-States',' >50K'
64,' ?',228140,?,13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
44,' Local-gov',54651,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
27,' Federal-gov',190653,' Assoc-voc',11,' Married-civ-spouse',' Armed-Forces',' Husband',' White',' Male',0,0,40,' ?',' >50K'
35,' Private',80680,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,45,' United-States',' >50K'
36,' Federal-gov',72338,?,13,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' United-States',' >50K'
42,' Private',111483,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,48,' United-States',' >50K'
46,' Private',117849,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',99999,0,50,' United-States',' >50K'
33,' Private',154227,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
40,' Self-emp-not-inc',223881,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
29,' Private',166320,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
39,' Private',141748,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
55,' Private',138594,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,56,' United-States',' >50K'
43,' Private',147099,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,30,' United-States',' >50K'
43,' Private',33658,' Some-college',10,' Married-spouse-absent',' Craft-repair',' Unmarried',' White',' Male',0,3004,40,' United-States',' >50K'
35,' Self-emp-inc',200352,' Bachelors',13,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
65,' Private',217661,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,2246,40,' United-States',' >50K'
30,' Private',159589,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1848,50,' United-States',' >50K'
54,' Private',111130,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,50,' United-States',' >50K'
47,' Private',216093,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
31,' Private',203488,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,44,' United-States',' >50K'
54,' Private',81859,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
33,' Private',213179,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
53,' Private',185407,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
39,' Private',31964,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,80,' United-States',' >50K'
32,' Private',355700,' Prof-school',15,' Married-AF-spouse',' Prof-specialty',' Wife',' White',' Female',99999,0,60,' United-States',' >50K'
61,' Private',182163,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1902,40,' United-States',' >50K'
37,' Private',188763,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
58,' Private',106740,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
58,' Private',144092,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,35,' United-States',' >50K'
32,' Local-gov',226296,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
42,' Private',202872,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,36,' United-States',' >50K'
58,' Private',49159,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
34,' Self-emp-not-inc',196512,' HS-grad',9,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,2472,35,' United-States',' >50K'
47,' State-gov',29023,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' India',' >50K'
39,' Private',116546,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
50,' Private',98954,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
33,' Private',159187,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,54,' United-States',' >50K'
36,' Self-emp-not-inc',52870,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',4386,0,50,' United-States',' >50K'
47,' Private',205100,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
42,' Private',102988,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,55,' Ecuador',' >50K'
57,' Private',110820,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
30,' Self-emp-inc',132601,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
49,' Private',213897,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',0,0,50,' Japan',' >50K'
30,' Private',206923,' Assoc-acdm',12,' Married-civ-spouse',' Exec-managerial',' Wife',' Other',' Female',0,1977,40,' United-States',' >50K'
42,' Private',339814,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
50,' Private',145033,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,2415,60,' United-States',' >50K'
34,' State-gov',764638,' Prof-school',15,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',4787,0,47,' United-States',' >50K'
62,' Private',176839,' Doctorate',16,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' >50K'
50,' Private',237258,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',27828,0,48,' United-States',' >50K'
28,' Self-emp-inc',167737,' Masters',14,' Married-civ-spouse',' Sales',' Husband',' White',' Male',5178,0,40,' United-States',' >50K'
65,' Private',228182,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
42,' Private',212894,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,70,' United-States',' >50K'
44,' Local-gov',196797,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' Black',' Female',0,0,36,' United-States',' >50K'
40,' Private',225263,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,45,' United-States',' >50K'
52,' Local-gov',203953,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' Puerto-Rico',' >50K'
31,' Private',356410,' Assoc-voc',11,' Married-civ-spouse',' Sales',' Husband',' White',' Male',99999,0,40,' United-States',' >50K'
50,' Private',195844,' Doctorate',16,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',13550,0,50,' United-States',' >50K'
55,' Private',254711,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,20,' United-States',' >50K'
39,' Private',114942,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,43,' United-States',' >50K'
38,' Private',215392,' Assoc-voc',11,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',7298,0,45,' United-States',' >50K'
39,' Local-gov',170263,' Masters',14,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,30,' United-States',' >50K'
32,' Private',252646,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
69,' Private',164110,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',10605,0,50,' United-States',' >50K'
35,' Private',143059,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Wife',' White',' Female',0,1902,28,' United-States',' >50K'
41,' Private',306496,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
47,' Local-gov',122206,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,20,' United-States',' >50K'
42,' Private',212894,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,23,' United-States',' >50K'
46,' Private',67001,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
48,' Local-gov',169515,' Bachelors',13,' Divorced',' Protective-serv',' Not-in-family',' Black',' Female',0,0,43,' United-States',' >50K'
34,' Private',263150,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,45,' United-States',' >50K'
44,' Private',188615,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
40,' Private',153799,' Bachelors',13,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,72,' ?',' >50K'
43,' Private',575172,' Assoc-voc',11,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',3103,0,32,' United-States',' >50K'
49,' Local-gov',95256,' Bachelors',13,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,42,' United-States',' >50K'
52,' Self-emp-not-inc',73134,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
57,' Self-emp-not-inc',69905,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',15024,0,40,' United-States',' >50K'
57,' Private',161642,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
49,' Private',239865,' HS-grad',9,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
37,' Private',105044,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
50,' Self-emp-not-inc',34067,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
42,' Private',228320,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',5178,0,45,' United-States',' >50K'
45,' Private',293628,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' Philippines',' >50K'
38,' Private',187870,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
60,' Self-emp-not-inc',176360,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
54,' Local-gov',287831,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Wife',' Black',' Female',0,0,55,' United-States',' >50K'
39,' Self-emp-not-inc',189922,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
42,' Local-gov',261899,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
38,' Private',185053,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,20,' United-States',' >50K'
31,' Local-gov',240504,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male',0,1902,50,' United-States',' >50K'
52,' Private',89041,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',99999,0,40,' United-States',' >50K'
37,' Federal-gov',239409,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
41,' Self-emp-not-inc',49448,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',99999,0,40,' United-States',' >50K'
46,' Federal-gov',125892,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Other-relative',' White',' Male',15024,0,40,' United-States',' >50K'
25,' Private',281627,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Female',0,1564,30,' United-States',' >50K'
63,' Self-emp-not-inc',130221,' Masters',14,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
35,' Private',399601,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
50,' Self-emp-inc',209642,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',99999,0,55,' United-States',' >50K'
42,' Private',188615,' Some-college',10,' Separated',' Prof-specialty',' Not-in-family',' White',' Male',0,2231,50,' Canada',' >50K'
62,' Self-emp-inc',164616,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',15024,0,45,' United-States',' >50K'
57,' ?',153788,' Bachelors',13,' Married-civ-spouse',' ?',' Wife',' White',' Female',99999,0,45,' United-States',' >50K'
50,' Private',245356,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
51,' Self-emp-not-inc',329980,' Some-college',10,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,8,' United-States',' >50K'
38,' Private',109594,' Bachelors',13,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,70,' United-States',' >50K'
38,' Private',200445,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,48,' United-States',' >50K'
32,' Private',193285,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
52,' Private',153155,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
63,' Private',165611,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
36,' Private',128392,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',4787,0,40,' United-States',' >50K'
49,' Self-emp-not-inc',228372,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1977,60,' United-States',' >50K'
64,' Private',104973,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
44,' Federal-gov',296858,' Masters',14,' Married-civ-spouse',' Armed-Forces',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
65,' Self-emp-inc',103824,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
57,' Private',322691,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
58,' Self-emp-inc',120384,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
48,' Private',148254,' Bachelors',13,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,1902,40,' ?',' >50K'
36,' Private',170174,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',15024,0,56,' United-States',' >50K'
61,' Private',54780,' Bachelors',13,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
66,' Private',171331,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',0,0,40,' United-States',' >50K'
74,' Self-emp-inc',148003,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,6,' United-States',' >50K'
34,' Self-emp-not-inc',203051,' HS-grad',9,' Married-spouse-absent',' Craft-repair',' Not-in-family',' White',' Male',0,0,50,' United-States',' >50K'
49,' Private',117849,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Private',166115,' 10th',6,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
21,' Private',186087,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
35,' Private',189102,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
47,' Private',177087,' HS-grad',9,' Widowed',' Exec-managerial',' Not-in-family',' White',' Female',0,2444,50,' United-States',' >50K'
58,' Private',145370,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' Black',' Male',15024,0,50,' United-States',' >50K'
49,' Private',204629,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Self-emp-inc',329980,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',15024,0,50,' United-States',' >50K'
58,' Private',98630,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
77,' State-gov',267799,' Doctorate',16,' Married-spouse-absent',' Prof-specialty',' Not-in-family',' White',' Male',0,0,4,' United-States',' >50K'
39,' Self-emp-not-inc',131808,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',7688,0,80,' United-States',' >50K'
67,' Self-emp-not-inc',268781,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,20,' United-States',' >50K'
52,' State-gov',21764,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
51,' Private',249449,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
67,' Private',127921,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',9386,0,40,' United-States',' >50K'
51,' Private',106151,' 5th-6th',3,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,44,' ?',' >50K'
46,' Self-emp-inc',167882,' Assoc-voc',11,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',8614,0,70,' United-States',' >50K'
50,' State-gov',78923,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1485,40,' United-States',' >50K'
39,' Private',162370,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
42,' Private',337276,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
49,' Self-emp-not-inc',155659,' 5th-6th',3,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
